"","term","log2ratio21","top1","top2"
"5526","senado",8.48982262600587,11,23
"5527","chileno",8.29633913113687,11,23
"5528","departamento",8.06527581055248,11,23
"5529","presentan",7.90874402228793,11,23
"5530","cubrir",7.82215464904682,11,23
"5531","mesas",-11.3522435864254,11,23
"5532","chubut",-11.016668166525,11,23
"5533","acompañar",-10.7875509789699,11,23
"5534","estamentos",-10.4857796362933,11,23
"5535","custodia",-10.4474113824838,11,23
"5536","negroen",-10.1501442973903,11,23
"5537","tranquilos",-9.94789760122272,11,23
"5538","curiosamente",-9.02729087916509,11,23
"5539","sometidos",-8.92416015242248,11,23
"5540","parámetros",-8.7204068452493,11,23
"5541","maría",10.7238109311599,11,24
"5542","presentan",10.2667179519677,11,24
"5543","verificar",9.68295396228343,11,24
"5544","conseguir",8.56443343912307,11,24
"5545","unaspersonas",8.32330302968727,11,24
"5546","cubrir",8.21120527887227,11,24
"5547","comprobó",8.19375762293909,11,24
"5548","contesta",7.80028942354507,11,24
"5549","severas",7.62220891050187,11,24
"5550","expandirá",7.61922123735559,11,24
"5551","lleno",-11.1105164702834,11,24
"5552","fondo",-10.9592022412366,11,24
"5553","comportamiento",-10.2965930102559,11,24
"5554","pampeanas",-9.7233703554673,11,24
"5555","ambitocomna",-9.20927040725716,11,24
"5556","ejercer",-8.90082995672032,11,24
"5557","homenajeó",-8.61290812483998,11,24
"5558","martos",-8.21719669633847,11,24
"5559","varían",-8.21109110340723,11,24
"5560","glúteos",-8.17275633675382,11,24
"5561","maría",11.5047434182054,11,25
"5562","quese",9.6978184100996,11,25
"5563","presentan",9.07185497065655,11,25
"5564","departamento",8.91949724630492,11,25
"5565","conseguir",8.91299210781722,11,25
"5566","adhirió",8.62425662689281,11,25
"5567","chileno",8.60296734306124,11,25
"5568","carreras",8.17497761774705,11,25
"5569","comprobó",8.15920784436957,11,25
"5570","enfrentó",8.12592483462421,11,25
"5571","juventus",-9.78216609714136,11,25
"5572","usás",-9.49784833995068,11,25
"5573","política",-9.20025674783959,11,25
"5574","comprovincianas",-8.11860731504689,11,25
"5575","publica",-8.10588980787959,11,25
"5576","gremial",-7.99452363715698,11,25
"5577","rugby",-7.82202910032854,11,25
"5578","aislación",-7.59846701500885,11,25
"5579","pesaj",-7.53106807848371,11,25
"5580","cometa",-7.41210736161093,11,25
"5581","maría",10.9339119297526,11,26
"5582","quese",9.08929279709572,11,26
"5583","presentan",9.05596448644673,11,26
"5584","aislarlos",8.8875769375324,11,26
"5585","conseguir",8.8047016669868,11,26
"5586","senado",8.77321062996693,11,26
"5587","adhirió",8.61325145367455,11,26
"5588","chileno",8.50835982059998,11,26
"5589","enfrentó",8.44324192202399,11,26
"5590","usa",8.40861731014794,11,26
"5591","provocandofallecimientos",-11.0053635628655,11,26
"5592","lucha",-10.3876731632483,11,26
"5593","calificando",-10.3554751388404,11,26
"5594","posadascada",-10.3280986499818,11,26
"5595","legajos",-9.9466826656977,11,26
"5596","legisladores",-9.76813465578475,11,26
"5597","ciertos",-9.16648954084021,11,26
"5598","hipertenso",-9.08092897827698,11,26
"5599","viajaron",-8.66422865016786,11,26
"5600","cuclillas",-8.30567142839622,11,26
"5601","maría",10.1097130373962,11,27
"5602","presentan",9.31074282984311,11,27
"5603","quese",9.26399944287975,11,27
"5604","usa",8.69074967996894,11,27
"5605","comprobó",8.48116443633937,11,27
"5606","aislarlos",8.47686992100486,11,27
"5607","senado",8.20533099227397,11,27
"5608","verificar",7.92814257001526,11,27
"5609","departamento",7.87335456174119,11,27
"5610","fuese",7.80157649208453,11,27
"5611","domicilios",-8.94754281665851,11,27
"5612","declaradas",-8.88643227494457,11,27
"5613","procesal",-8.66160702898206,11,27
"5614","marchas",-8.4055914566096,11,27
"5615","gigante",-8.3666816263984,11,27
"5616","mancharon",-8.02622934141777,11,27
"5617","opositora",-7.94631416503889,11,27
"5618","ingresado",-7.94156342477996,11,27
"5619","extraordinarios",-7.83404867501372,11,27
"5620","mers",-7.64853483438231,11,27
"5621","maría",11.0096309700297,11,28
"5622","presentan",10.1617220576413,11,28
"5623","usa",9.67233910689273,11,28
"5624","aislarlos",9.61205807347166,11,28
"5625","quese",9.53147435032294,11,28
"5626","verificar",8.87406834862899,11,28
"5627","chileno",8.51519066027985,11,28
"5628","conseguir",8.41464184292541,11,28
"5629","unaspersonas",8.1887779794276,11,28
"5630","cancelan",8.04001586393401,11,28
"5631","desinfectantes",-9.63148057646085,11,28
"5632","vean",-9.44209069599409,11,28
"5633","dialogo",-9.43449906016304,11,28
"5634","miradas",-8.49110983586022,11,28
"5635","álvarezen",-8.36381954562458,11,28
"5636","terapéutica",-8.10247454167095,11,28
"5637","creo",-8.04351508459711,11,28
"5638","impactó",-7.93781474100165,11,28
"5639","prestadoras",-7.68585156948567,11,28
"5640","documentos",-7.62284587453331,11,28
"5641","quese",9.83022776550566,11,29
"5642","aislarlos",9.01190137455844,11,29
"5643","departamento",8.90379638764821,11,29
"5644","conseguir",8.30803967903241,11,29
"5645","senado",8.25914193193996,11,29
"5646","enfrentó",8.02605500975636,11,29
"5647","presentan",7.90166588798457,11,29
"5648","comprobó",7.81257631974267,11,29
"5649","fijo",7.56608410107564,11,29
"5650","expandirá",7.51204024334246,11,29
"5651","especiales",-10.9497237310784,11,29
"5652","recesión",-10.0203577214654,11,29
"5653","subsecretaría",-9.81589349465502,11,29
"5654","proteja",-9.80325799279733,11,29
"5655","feria",-9.52515096361177,11,29
"5656","marta",-9.45315330514135,11,29
"5657","viajantes",-9.33387311334712,11,29
"5658","puertos",-9.26569149191881,11,29
"5659","argentinadel",-9.25775136795456,11,29
"5660","detenciones",-9.00446419921613,11,29
"5661","verificar",8.93398087441568,11,30
"5662","conseguir",8.8688609194622,11,30
"5663","carreras",8.67330721504249,11,30
"5664","departamento",8.36439220204342,11,30
"5665","comprobó",8.14423249623997,11,30
"5666","presentan",8.08167083613913,11,30
"5667","unaspersonas",8.04752507762318,11,30
"5668","maría",7.99745707246566,11,30
"5669","chileno",7.9932920857711,11,30
"5670","contesta",7.93615335738545,11,30
"5671","epidemiológicos",-10.8135953432369,11,30
"5672","estará",-10.1826564277447,11,30
"5673","conseguirían",-9.82611165443313,11,30
"5674","héroes",-9.82020466810618,11,30
"5675","planteada",-9.60083630132889,11,30
"5676","apellido",-9.15363762531262,11,30
"5677","existentes",-8.94206021612816,11,30
"5678","discusión",-8.56034850990324,11,30
"5679","depesos",-8.38093895593344,11,30
"5680","temperatura",-8.34349525004188,11,30
"5681","maría",10.5717697993856,11,31
"5682","quese",9.30462365168316,11,31
"5683","conseguir",9.13873963556035,11,31
"5684","presentan",8.67137882359897,11,31
"5685","comprobó",8.54933960670414,11,31
"5686","adhirió",8.36068229263562,11,31
"5687","carreras",8.30963798649114,11,31
"5688","chileno",8.0883689918012,11,31
"5689","verdaderos",8.02985019780627,11,31
"5690","lecturas",7.78522722494618,11,31
"5691","cae",-10.5336689923567,11,31
"5692","efectivos",-8.36959494330033,11,31
"5693","descentralizó",-7.69946403127627,11,31
"5694","losaños",-7.6958998890621,11,31
"5695","define",-7.68050892715713,11,31
"5696","cambios",-7.66287969830346,11,31
"5697","recalcó",-7.59606873972677,11,31
"5698","jubilados",-7.5289698641205,11,31
"5699","vivieron",-7.18093376939987,11,31
"5700","realizo",-7.13758699549079,11,31
"5701","maría",10.5363036425439,11,32
"5702","usa",9.66687060016852,11,32
"5703","senado",8.88767796430908,11,32
"5704","verificar",8.73691793540734,11,32
"5705","adhirió",8.60158690804147,11,32
"5706","aislarlos",8.60035986961692,11,32
"5707","quese",8.58705378009872,11,32
"5708","chileno",8.5553819356868,11,32
"5709","verdaderos",8.33450113765524,11,32
"5710","carreras",8.13389236729866,11,32
"5711","cierran",-12.0701490592077,11,32
"5712","gastos",-11.0226734178929,11,32
"5713","sucursales",-9.83551381215365,11,32
"5714","destinen",-9.46320923940901,11,32
"5715","vinieron",-9.32949973479954,11,32
"5716","digitales",-9.0910175555036,11,32
"5717","creo",-8.33686494790954,11,32
"5718","entramos",-8.30968873859657,11,32
"5719","kilómetros",-8.287470573191,11,32
"5720","luchando",-8.25893648280403,11,32
"5721","ministra",11.3090292462045,12,13
"5722","urbanos",9.47430180115789,12,13
"5723","lleguen",9.03190354123242,12,13
"5724","decenas",8.23749077662078,12,13
"5725","usado",8.18324636374875,12,13
"5726","vera",8.03050461087255,12,13
"5727","etiología",7.87742282727866,12,13
"5728","afuera",7.81735363050288,12,13
"5729","encon",7.63898170830756,12,13
"5730","grandes",7.28969249133721,12,13
"5731","lasahoras",-11.1322195411771,12,13
"5732","impediría",-10.5526199473951,12,13
"5733","barreras",-9.69147656218726,12,13
"5734","pernoctar",-9.07499704987241,12,13
"5735","vieron",-8.81359289299745,12,13
"5736","hipoxemia",-8.41137555832512,12,13
"5737","secretaria",-8.18926394663189,12,13
"5738","inclumplir",-7.98728286778678,12,13
"5739","domingole",-7.83247427374278,12,13
"5740","señalar",-7.80627442487334,12,13
"5741","ministra",10.9012058877757,12,14
"5742","lleguen",10.0815812859008,12,14
"5743","decenas",9.58788025247054,12,14
"5744","urbanos",9.24353465169848,12,14
"5745","ingresó",8.53834373024349,12,14
"5746","teorías",8.23157111825484,12,14
"5747","administrar",7.66384015787206,12,14
"5748","aumentando",7.62011630247168,12,14
"5749","presidencial",7.31287388015339,12,14
"5750","grandes",7.2211405795217,12,14
"5751","abrirá",-10.1969869489034,12,14
"5752","constitución",-10.196217597675,12,14
"5753","evaluación",-10.0495997316216,12,14
"5754","obtenidas",-9.01620511197515,12,14
"5755","avanzar",-8.64099839209476,12,14
"5756","pudieron",-8.59446864028483,12,14
"5757","sol",-8.4836824922778,12,14
"5758","lowo",-8.2543995332872,12,14
"5759","preocupación",-8.17013946405979,12,14
"5760","estigmatización",-8.10672202500994,12,14
"5761","ministra",11.5095218547405,12,15
"5762","urbanos",9.73975580075319,12,15
"5763","ingresó",8.93653961489662,12,15
"5764","afuera",8.39872338329087,12,15
"5765","teorías",8.23077477344688,12,15
"5766","aumentando",7.83812472537317,12,15
"5767","aislados",7.68569388447508,12,15
"5768","usado",7.64915083560255,12,15
"5769","administrar",7.44284221532177,12,15
"5770","decenas",7.40668441103052,12,15
"5771","londres",-11.1073010609927,12,15
"5772","losaños",-11.0379983149477,12,15
"5773","deyaños",-10.8168058251706,12,15
"5774","papel",-10.7829960857361,12,15
"5775","apoyará",-9.01798693639785,12,15
"5776","area",-8.79409564157414,12,15
"5777","profesión",-8.61660367282289,12,15
"5778","campaña",-8.49137128736742,12,15
"5779","señala",-8.15663024595905,12,15
"5780","san",-8.15443030497233,12,15
"5781","decenas",9.99500969430308,12,16
"5782","lleguen",9.67545601707262,12,16
"5783","urbanos",9.46564490129648,12,16
"5784","ingresó",8.26029443130657,12,16
"5785","ceo",7.9052615028782,12,16
"5786","gabriel",7.72552790431316,12,16
"5787","usado",7.60048044143576,12,16
"5788","sumarán",7.3700969494055,12,16
"5789","administrar",7.29908907911481,12,16
"5790","afuera",7.26130384511777,12,16
"5791","requiera",-9.32676134598461,12,16
"5792","intensiva",-9.22564570367112,12,16
"5793","google",-8.94755007540869,12,16
"5794","quejado",-8.61269220708026,12,16
"5795","requerimientos",-8.42952215213586,12,16
"5796","efecto",-8.32930276969907,12,16
"5797","muestras",-8.11531852761885,12,16
"5798","unosy",-7.94160075490255,12,16
"5799","ambientes",-7.93051298196749,12,16
"5800","trasladará",-7.87628538382734,12,16
"5801","ministra",11.1331144065916,12,17
"5802","urbanos",9.60907599186602,12,17
"5803","decenas",9.51713548486506,12,17
"5804","afuera",8.60839785276249,12,17
"5805","ceo",8.54782424324817,12,17
"5806","administrar",8.46820375222796,12,17
"5807","vera",8.36144231651799,12,17
"5808","ingresó",8.01476447504944,12,17
"5809","lleguen",8.00936473629548,12,17
"5810","usado",7.81077659733583,12,17
"5811","intensivas",-11.5190033833605,12,17
"5812","jakavi",-10.4099746821019,12,17
"5813","kits",-9.88695527132927,12,17
"5814","imitar",-8.70109688377632,12,17
"5815","dicha",-8.69897479387521,12,17
"5816","evitaría",-8.46701834947031,12,17
"5817","expresarse",-8.33731747444315,12,17
"5818","denueve",-8.08663007589161,12,17
"5819","capitales",-7.99367708171251,12,17
"5820","saá",-7.67745306185977,12,17
"5821","ministra",10.3707774162876,12,18
"5822","urbanos",9.42471725076108,12,18
"5823","decenas",9.28708301265673,12,18
"5824","vera",8.82897009930298,12,18
"5825","teorías",8.41116812196257,12,18
"5826","ceo",8.15100091633306,12,18
"5827","lleguen",7.70998115913888,12,18
"5828","afuera",7.62005493126518,12,18
"5829","sumarán",7.37833553986289,12,18
"5830","encon",7.31760819708738,12,18
"5831","bocina",-11.520795593241,12,18
"5832","grafk",-11.4796356518408,12,18
"5833","crucenéstor",-11.3324583630542,12,18
"5834","carrito",-11.17703175779,12,18
"5835","chilena",-10.1964043642105,12,18
"5836","gráficos",-9.27252619745401,12,18
"5837","pérez",-9.08777038401237,12,18
"5838","retorno",-9.06593009225249,12,18
"5839","multiplican",-9.03637986259125,12,18
"5840","quejó",-8.72547055442215,12,18
"5841","urbanos",9.73678793806057,12,19
"5842","lleguen",9.65003295383701,12,19
"5843","administrar",8.62451198026243,12,19
"5844","ceo",8.46172719086561,12,19
"5845","ingresó",8.30525900643178,12,19
"5846","afuera",8.2597192234298,12,19
"5847","vera",8.00822863150585,12,19
"5848","usado",7.80127554041571,12,19
"5849","ministra",7.72024942616621,12,19
"5850","aislados",7.50925727133774,12,19
"5851","sumó",-10.5726262184384,12,19
"5852","mujeres",-10.4571051235122,12,19
"5853","efector",-9.82085481920149,12,19
"5854","turno",-9.61711416866429,12,19
"5855","examinadoras",-8.7353972297903,12,19
"5856","tratando",-8.00348776565722,12,19
"5857","priorizaron",-7.68010856041375,12,19
"5858","aglutinada",-7.53325484487715,12,19
"5859","experimental",-7.27951580718252,12,19
"5860","coopere",-7.26398128437923,12,19
"5861","ministra",10.9516343872603,12,20
"5862","urbanos",9.27636295011719,12,20
"5863","lleguen",8.4094736755881,12,20
"5864","ceo",8.28351875156867,12,20
"5865","teorías",8.23714148937109,12,20
"5866","usado",8.20759120120324,12,20
"5867","afuera",7.88831047399476,12,20
"5868","gabriel",7.48102584520236,12,20
"5869","encon",7.38730092883619,12,20
"5870","grandes",7.29570833795654,12,20
"5871","desórdenes",-10.5185668984481,12,20
"5872","sudamérica",-9.57487888621551,12,20
"5873","circulaban",-9.15070597907268,12,20
"5874","quepacientes",-8.93827965887946,12,20
"5875","suministrados",-8.44373376140818,12,20
"5876","uar",-8.30932922377804,12,20
"5877","neonatos",-8.13293761870444,12,20
"5878","permanece",-7.90688132985392,12,20
"5879","lasel",-7.86619490166918,12,20
"5880","opciones",-7.81426123504429,12,20
"5881","lleguen",9.80112204256949,12,21
"5882","ministra",8.83146561965748,12,21
"5883","decenas",8.74085806578167,12,21
"5884","ingresó",8.3220105982555,12,21
"5885","administrar",8.26326747928507,12,21
"5886","urbanos",8.15658027362876,12,21
"5887","ceo",8.13075822859447,12,21
"5888","afuera",8.13033030828408,12,21
"5889","gabriel",8.11896083152844,12,21
"5890","presidencial",7.43817821168475,12,21
"5891","físicos",-9.57773671500196,12,21
"5892","contemplaciones",-8.88752599704228,12,21
"5893","recoger",-8.87429509688288,12,21
"5894","respeten",-8.56377361861872,12,21
"5895","culpa",-8.32544510116672,12,21
"5896","infraestructura",-7.98639570691215,12,21
"5897","iniciar",-7.90200146626999,12,21
"5898","planificar",-7.84428429869845,12,21
"5899","soberanía",-7.82195204207256,12,21
"5900","adhesión",-7.80356974495139,12,21
"5901","decenas",10.0170130582493,12,22
"5902","lleguen",9.2119088055105,12,22
"5903","administrar",8.65923858383291,12,22
"5904","usado",8.02960096316816,12,22
"5905","etiología",7.83230822162326,12,22
"5906","aislados",7.70051686656042,12,22
"5907","acreedor",7.24326808117009,12,22
"5908","presidencial",7.09433275991233,12,22
"5909","internaron",7.09306339901856,12,22
"5910","disputa",7.09065337878671,12,22
"5911","normativas",-11.2182655169615,12,22
"5912","visitó",-11.070721709795,12,22
"5913","sappa",-10.5692660337863,12,22
"5914","recorte",-10.2903805714225,12,22
"5915","ofuscados",-10.0914840713761,12,22
"5916","antecedentes",-9.70862301132511,12,22
"5917","concluimos",-9.70416574136455,12,22
"5918","viajaron",-9.55470236576951,12,22
"5919","escaló",-9.27300728494499,12,22
"5920","restoranes",-8.75057590380613,12,22
"5921","ministra",11.399564850515,12,23
"5922","urbanos",9.19316718878739,12,23
"5923","ingresó",8.77153376057706,12,23
"5924","teorías",8.45799940282273,12,23
"5925","decenas",8.36820965427289,12,23
"5926","ceo",8.36292330815174,12,23
"5927","usado",8.11924054533595,12,23
"5928","vera",7.87125408044993,12,23
"5929","gabriel",7.69448366680508,12,23
"5930","afuera",7.65047349366766,12,23
"5931","negroen",-11.2285047697095,12,23
"5932","acompañar",-11.1230757709666,12,23
"5933","chubut",-10.5283671323518,12,23
"5934","curiosamente",-9.80456616079893,12,23
"5935","estamentos",-9.22481011840276,12,23
"5936","tranquilos",-8.67999306147067,12,23
"5937","parámetros",-8.36411647139788,12,23
"5938","reforzar",-8.05794872474298,12,23
"5939","resistencia",-7.86751703711846,12,23
"5940","reconocido",-7.42999094844275,12,23
"5941","ministra",11.17701343773,12,24
"5942","lleguen",9.51073003243083,12,24
"5943","decenas",9.3938102982028,12,24
"5944","administrar",8.72730414213037,12,24
"5945","teorías",8.27539487565701,12,24
"5946","gabriel",8.24016244607241,12,24
"5947","aumentando",8.05031873234826,12,24
"5948","usado",7.87380601162909,12,24
