"","palabra","freq","magrado","mactivacion","mimag"
"4333","trasladó",1,NA,NA,NA
"4334","trastocadas",1,NA,NA,NA
"4335","trataba",1,NA,NA,NA
"4336","tratamos",1,NA,NA,NA
"4337","tratan",1,NA,NA,NA
"4338","tratara",1,NA,NA,NA
"4339","trate",1,NA,NA,NA
"4340","trató",1,NA,NA,NA
"4341","trayectoria",1,2.2,2.4,2.8
"4342","trazar",1,NA,NA,NA
"4343","treintañera",1,NA,NA,NA
"4344","tren",1,2.4,2,3
"4345","tributaria",1,NA,NA,NA
"4346","trimestre",1,NA,NA,NA
"4347","tristes",1,NA,NA,NA
"4348","tuerto",1,NA,NA,NA
"4349","tumultos",1,NA,NA,NA
"4350","turín",1,NA,NA,NA
"4351","turno",1,1.6,1.6,2.2
"4352","turnos",1,NA,NA,NA
"4353","tuviere",1,NA,NA,NA
"4354","unaño",1,NA,NA,NA
"4355","unidosy",1,NA,NA,NA
"4356","unión",1,2.8,2.4,2.4
"4357","universidades",1,NA,NA,NA
"4358","unoscompetidores",1,NA,NA,NA
"4359","unoskilómetros",1,NA,NA,NA
"4360","unpor",1,NA,NA,NA
"4361","unque",1,NA,NA,NA
"4362","uny",1,NA,NA,NA
"4363","urbano",1,NA,NA,NA
"4364","urgente",1,NA,NA,NA
"4365","urgentes",1,NA,NA,NA
"4366","usamos",1,NA,NA,NA
"4367","usan",1,NA,NA,NA
"4368","utelpa",1,NA,NA,NA
"4369","utilizar",1,2.1667,2.6667,2.3333
"4370","utilizaron",1,NA,NA,NA
"4371","vaca",1,NA,NA,NA
"4372","vacías",1,NA,NA,NA
"4373","vacuna",1,NA,NA,NA
"4374","vagones",1,NA,NA,NA
"4375","valencia",1,NA,NA,NA
"4376","validez",1,NA,NA,NA
"4377","valores",1,NA,NA,NA
"4378","varado",1,NA,NA,NA
"4379","varía",1,NA,NA,NA
"4380","variables",1,NA,NA,NA
"4381","vaticinó",1,NA,NA,NA
"4382","vaya",1,NA,NA,NA
"4383","vayamos",1,NA,NA,NA
"4384","vecchia",1,NA,NA,NA
"4385","vector",1,NA,NA,NA
"4386","vehicular",1,NA,NA,NA
"4387","vehiculares",1,NA,NA,NA
"4388","veía",1,NA,NA,NA
"4389","veintena",1,NA,NA,NA
"4390","velocidad",1,2.2,2.4,2.4
"4391","venado",1,NA,NA,NA
"4392","vencimiento",1,NA,NA,NA
"4393","venecia",1,NA,NA,NA
"4394","venezolana",1,NA,NA,NA
"4395","venia",1,NA,NA,NA
"4396","venía",1,NA,NA,NA
"4397","veo",1,NA,NA,NA
"4398","ver",1,2.4,2.6,2.8
"4399","vera",1,NA,NA,NA
"4400","veracidad",1,NA,NA,NA
"4401","verano",1,3,2.2,3
"4402","verdadera",1,NA,NA,NA
"4403","verdaderamente",1,NA,NA,NA
"4404","verdaderas",1,NA,NA,NA
"4405","verdulería",1,NA,NA,NA
"4406","veremos",1,NA,NA,NA
"4407","verificaba",1,NA,NA,NA
"4408","verificación",1,NA,NA,NA
"4409","verifican",1,NA,NA,NA
"4410","verificar",1,NA,NA,NA
"4411","verse",1,NA,NA,NA
"4412","versión",1,2,2,1.8
"4413","vestido",1,2.8,1.8,3
"4414","veterano",1,NA,NA,NA
"4415","veterinarias",1,NA,NA,NA
"4416","viajará",1,NA,NA,NA
"4417","viajen",1,NA,NA,NA
"4418","viajó",1,NA,NA,NA
"4419","vial",1,NA,NA,NA
"4420","vialidad",1,NA,NA,NA
"4421","vicepresidente",1,2.2,2,2.8
"4422","vidas",1,NA,NA,NA
"4423","video",1,2.2,2.2,2.6
"4424","videojuegos",1,NA,NA,NA
"4425","viendo",1,NA,NA,NA
"4426","viento",1,2.6,2.6,2.6
"4427","viernesde",1,NA,NA,NA
"4428","vigentes",1,NA,NA,NA
"4429","vii",1,NA,NA,NA
"4430","vinculado",1,NA,NA,NA
"4431","vinculados",1,NA,NA,NA
"4432","vincular",1,2.6,2.6,2
"4433","vine",1,NA,NA,NA
"4434","vinimos",1,NA,NA,NA
"4435","vio",1,NA,NA,NA
"4436","violación",1,NA,NA,NA
"4437","violenta",1,NA,NA,NA
"4438","viralizado",1,NA,NA,NA
"4439","viralizar",1,NA,NA,NA
"4440","visibilidad",1,NA,NA,NA
"4441","visibilizar",1,NA,NA,NA
"4442","visitantes",1,NA,NA,NA
"4443","visitas",1,NA,NA,NA
"4444","víspera",1,NA,NA,NA
"4445","vista",1,3,2.2,2.4
"4446","viva",1,NA,NA,NA
"4447","vivienda",1,2.8,2,3
"4448","vivió",1,NA,NA,NA
"4449","vivos",1,NA,NA,NA
"4450","vizzotti",1,NA,NA,NA
"4451","voces",1,NA,NA,NA
"4452","volumen",1,2.2,2,1.8
"4453","voluntad",1,2.6667,2.6667,2.3333
"4454","voluntaria",1,NA,NA,NA
"4455","voluntariamente",1,NA,NA,NA
"4456","volvemos",1,NA,NA,NA
"4457","volvieron",1,NA,NA,NA
"4458","vos",1,NA,NA,NA
"4459","vuelta",1,2.1667,2.5,2.5
"4460","wall",1,NA,NA,NA
"4461","washingtonuna",1,NA,NA,NA
"4462","webdpvlapampagobar",1,NA,NA,NA
"4463","xenófobos",1,NA,NA,NA
"4464","xinhua",1,NA,NA,NA
"4465","yacimientos",1,NA,NA,NA
"4466","yalas",1,NA,NA,NA
"4467","yasuperando",1,NA,NA,NA
"4468","yfallecidos",1,NA,NA,NA
"4469","ynotificados",1,NA,NA,NA
"4470","ypersonas",1,NA,NA,NA
"4471","yrecuperadas",1,NA,NA,NA
"4472","zarpó",1,NA,NA,NA
"4473","ziliotto",1,NA,NA,NA
